locale,key,value
no,We operate in a fear-based environment.,Vi jobber i et miljø preget av frykt.
pl,We operate in a fear-based environment.,Działamy w środowisku zdominowanym przez strach.
pt,We operate in a fear-based environment.,Nós trabalhamos em um ambiente baseado no medo.
ru,We operate in a fear-based environment.,Мы работаем в атмосфере страха.
es,We operate in a fear-based environment.,Operamos en un ambiente de temor.
sv,We operate in a fear-based environment.,Vårt arbetsklimat präglas av rädsla.
tr,We operate in a fear-based environment.,Korku ve tedirginlik üstüne kurulu bir ortamda çalışıyoruz.
zh,We operate in a fear-based environment.,我们的工作环境是以恐惧为基调的. 
le,We operate in a fear-based environment.,"The team operates in a fear-based environment.
"
ex,We operate in a fear-based environment.,Trabajamos en un entorno basado en el miedo.
og,We operate in a fear-based environment.,Our organization operates in a fear-based environment.
ft,We operate in a fear-based environment.,We live in a fear-based environment.
fx,We operate in a fear-based environment.,Nous évoluons dans un climat de peur.
tx,We operate in a fear-based environment.,The team operates in a fear-based environment.
po,We operate in a fear-based environment.,Nós trabalhamos num ambiente de medo.
ar,We do not operate in a fear-based environment.,نحن لا نعمل في بيئة قائمة على الخوف.
da,We do not operate in a fear-based environment.,Vores arbejdsmiljø er ikke præget af frygt. 
de,We do not operate in a fear-based environment.,Unser Arbeitsklima ist nicht von Angst geprägt.
el,We do not operate in a fear-based environment.,ΔΕΝ λειτουργούμε σε περιβάλλον φόβου κι εκφοβισμού.
fi,We do not operate in a fear-based environment.,Emme toimi pelon ilmapiirissä.
fr,We do not operate in a fear-based environment.,Nous n’opérons pas dans un environnement qui fonctionne par peur.
he,We do not operate in a fear-based environment.,איננו פועלים בסביבה המונעת מפחד.
it,We do not operate in a fear-based environment.,Noi non lavoriamo in un ambiente fondato sulla paura.
ja,We do not operate in a fear-based environment.,"私たちは、恐れに駆り立てられる環境で仕事をすることはありません。
"
nl,We do not operate in a fear-based environment.,We werken niet in een door angst geregeerde omgeving.
no,We do not operate in a fear-based environment.,Vi jobber ikke i et miljø preget av frykt.
pl,We do not operate in a fear-based environment.,Nie działamy w środowisku opartym na strachu.
pt,We do not operate in a fear-based environment.,Nós não trabalhamos em um ambiente baseado no medo.
ru,We do not operate in a fear-based environment.,Нам не характерна работа в атмосфере страха.
es,We do not operate in a fear-based environment.,No operamos en un entorno basado en el miedo.
sv,We do not operate in a fear-based environment.,Vårt arbetsklimat präglas inte av rädsla.
tr,We do not operate in a fear-based environment.,Korku ve tedirginlik üstüne kurulu bir ortamda çalışmıyoruz.
zh,We do not operate in a fear-based environment.,我们的工作环境不是以恐惧为基调的.
le,We do not operate in a fear-based environment.,"The team does not operate in a fear-based environment.
"
ex,We do not operate in a fear-based environment.,No trabajamos en un entorno basado en el miedo.
og,We do not operate in a fear-based environment.,Our organization does not operate in a fear-based environment.
ft,We do not operate in a fear-based environment.,We do not live in a fear-based environment.
fx,We do not operate in a fear-based environment.,Nous n’évoluons pas dans un climat de peur.
tx,We do not operate in a fear-based environment.,The team does not operate in a fear-based environment.
po,We do not operate in a fear-based environment.,Nós não trabalhamos num ambiente de medo.
en,Our team is nimble and flexible in responding to problems as they arise.,Our team is nimble and flexible in responding to problems as they arise.
en,Our team is nimble and flexible in responding to problems as they arise.,Our team is nimble and flexible in responding to problems as they arise.
ar,Our team is nimble and flexible in responding to problems as they arise.,فريقنا رشيق ومرن في استجابته للمشاكل عند ظهورها.
da,Our team is nimble and flexible in responding to problems as they arise.,"Teamet reagerer hurtigt og fleksibelt, når der opstår et problem, der skal løses."
de,Our team is nimble and flexible in responding to problems as they arise.,"Unser Team reagiert schnell und flexibel auf Probleme, sobald sie auftreten."
el,Our team is nimble and flexible in responding to problems as they arise.,η ομάδα μας είναι γρήγορη και εύελικτη στο να αντιδρά σε προβλήματα πάνω που αυτά εμφανίζονται.
fi,Our team is nimble and flexible in responding to problems as they arise.,"Kun tiimissämme ilmenee ongelmia, alamme käsitellä niitä nopeasti ja joustavasti."
fr,Our team is nimble and flexible in responding to problems as they arise.,Notre équipe est vive et flexible lorsqu’il faut répondre aux problèmes qui surgissent.
he,Our team is nimble and flexible in responding to problems as they arise.,הצוות שלנו הוא מהיר וגמיש בפתרון בעיות כשהן מתעוררות.
it,Our team is nimble and flexible in responding to problems as they arise.,Il nostro team è veloce e flessibile nel rispondere ai problemi non appena essi sorgono.
ja,Our team is nimble and flexible in responding to problems as they arise.,私たちのチームは、問題が起きたとき迅速かつ柔軟に対応します。
nl,Our team is nimble and flexible in responding to problems as they arise.,Ons team reageert wendbaar en flexibel als zich problemen voordoen.
no,Our team is nimble and flexible in responding to problems as they arise.,Vårt team adresserer problemer som oppstår raskt og på en fleksibel måte.
pl,Our team is nimble and flexible in responding to problems as they arise.,Nasz zespół szybko i elastycznie reaguje na pojawiające się problemy.
pt,Our team is nimble and flexible in responding to problems as they arise.,Nosso time é ágil e flexível na resposta aos problemas assim que eles surgem.
ru,Our team is nimble and flexible in responding to problems as they arise.,Наша команда оперативно и гибко реагирует на возникающие проблемы.
es,Our team is nimble and flexible in responding to problems as they arise.,Nuestro equipo es flexible y rápido para responder a los problemas en el momento que surgen.
sv,Our team is nimble and flexible in responding to problems as they arise.,Vårt team reagerar snabbt och flexibelt på problem när de uppstår.
tr,Our team is nimble and flexible in responding to problems as they arise.,Sorunlar belirdiğinde ekibimiz bunları göğüsleyebilecek esneklik ve çevikliğe sahiptir.
zh,Our team is nimble and flexible in responding to problems as they arise.,我们团队在问题发生时能够机敏而灵活地应对.
le,Our team is nimble and flexible in responding to problems as they arise.,"This team is nimble and flexible in responding to problems as they arise.
"
ex,Our team is nimble and flexible in responding to problems as they arise.,Nuestro equipo es hábil y flexible para responder a los problemas según surgen.
og,Our team is nimble and flexible in responding to problems as they arise.,Our organization is nimble and flexible in responding to problems as they arise.
ft,Our team is nimble and flexible in responding to problems as they arise.,"As problems arise, our family responds quickly and with flexibility."
fx,Our team is nimble and flexible in responding to problems as they arise.,Notre équipe est agile et flexible face aux problèmes qui surgissent.
tx,Our team is nimble and flexible in responding to problems as they arise.,The team is nimble and flexible in responding to problems as they arise.
po,Our team is nimble and flexible in responding to problems as they arise.,A nossa equipa é ágil e flexível na resposta aos problemas assim que eles surgem.
en,This team has a strong record for making smart decisions as a team.,This team has a strong record for making smart decisions as a team.
en,This team has a strong record for making smart decisions as a team.,This team has a strong record for making smart decisions as a team.
ar,This team has a strong record for making smart decisions as a team.,هذا الفريق لديه تاريخ قوي لاتخاذ قرارات ذكية كفريق.
da,This team has a strong record for making smart decisions as a team.,"Dette team har flere gange vist, at det træffer gode teamorienterede beslutninger."
de,This team has a strong record for making smart decisions as a team.,"Dieses Team ist dafür bekannt, als Team kluge Entscheidungen zu treffen."
fi,This team has a strong record for making smart decisions as a team.,Tällä tiimillä on vahvaa näyttöä toimivasta päätöksenteosta tiiminä.
it,This team has a strong record for making smart decisions as a team.,"Questo team ha dato prova diverse volte in passato di saper prendere, in maniera condivisa, decisioni efficaci."
nl,This team has a strong record for making smart decisions as a team.,Dit team staat bekend om het nemen van verstandige beslissingen als team.
pl,This team has a strong record for making smart decisions as a team.,Ten zespół wielokrotnie podejmował trafne decyzje.
pt,This team has a strong record for making smart decisions as a team.,Este time tem um sólido histórico na tomada de boas decisões em equipe.
es,This team has a strong record for making smart decisions as a team.,Este equipo tiene un sólido historial de toma de decisiones inteligentes.
sv,This team has a strong record for making smart decisions as a team.,Tidigare erfarenheter visar att det här teamet tar kloka beslut.
zh,This team has a strong record for making smart decisions as a team.,该团队一向能够以团队的方式作出明智的决定.
ex,This team has a strong record for making smart decisions as a team.,Este equipo tiene un sólido historial de toma de decisiones inteligentes.
fx,This team has a strong record for making smart decisions as a team.,Cette équipe est réputée pour prendre des décisions judicieuses en tant qu’équipe.
en,There appears to be a “win/lose” mentality on this team where one person’s gains become another person’s losses.,There appears to be a “win/lose” mentality on this team where one person’s gains become another person’s losses.
en,There does not appear to be a “win/lose” mentality on this team where one person’s gains become another person’s losses.,There does not appear to be a “win/lose” mentality on this team where one person’s gains become another person’s losses.
ar,There appears to be a “win/lose” mentality on this team where one person’s gains become another person’s losses.,"يبدو أن هناك عقلية ""الفوز والخسارة"" في هذا الفريق فمكاسب شخص ما تصبح خسارة لشخص آخر."
da,There appears to be a “win/lose” mentality on this team where one person’s gains become another person’s losses.,"Der en vind/tab holdning på dette team, hvor den enes sejre er en andens nederlag."
de,There appears to be a “win/lose” mentality on this team where one person’s gains become another person’s losses.,"In diesem Team scheint eine „Gewinner-Verlierer"" Mentalität vorzuherrschen, bei der ein Gewinn für eine Person einen Verlust für jemand anderen bedeutet."
fi,There appears to be a “win/lose” mentality on this team where one person’s gains become another person’s losses.,"Tässä tiimissä näyttää vallitsevan sellainen henki, jossa toisen voitto on toisen tappio."
it,There appears to be a “win/lose” mentality on this team where one person’s gains become another person’s losses.,"C’è in questo team una mentalità «win/lose», per cui i successi di uno diventano le sconfitte di qualcun altro."
nl,There appears to be a “win/lose” mentality on this team where one person’s gains become another person’s losses.,Er lijkt een mentaliteit in het team te zijn van winnen en verliezen: het gewin van de één gaat ten koste van de ander.
pl,There appears to be a “win/lose” mentality on this team where one person’s gains become another person’s losses.,"W zespole panuje nastawienie „ktoś zyskuje, ktoś traci"", gdzie wygrana jednej osoby oznacza porażkę innego członka zespołu."
pt,There appears to be a “win/lose” mentality on this team where one person’s gains become another person’s losses.,"Parece que há uma mentalidade ganha / perde, onde os  ganhos de um resultam em perdas para outra pessoa."
es,There appears to be a “win/lose” mentality on this team where one person’s gains become another person’s losses.,Parece haber una mentalidad de “ganador/perdedor” donde las ganancias de uno resultan ser las pérdidas de otro.
sv,There appears to be a “win/lose” mentality on this team where one person’s gains become another person’s losses.,Det verkar finnas en tävlingsmentalitet i det här teamet som innebär att den enes framgång blir den andres förlust.
zh,There appears to be a “win/lose” mentality on this team where one person’s gains become another person’s losses.,"该团队中存在“非输即赢”的心态, 即一个人的成功意味着其他人的失败。"
ex,There appears to be a “win/lose” mentality on this team where one person’s gains become another person’s losses.,Parece haber una mentalidad de “ganador/perdedor” donde las ganancias de uno resultan ser las pérdidas de otro.
fx,There appears to be a “win/lose” mentality on this team where one person’s gains become another person’s losses.,"Il y a une mentalité «gagnant/perdant» dans cette équipe. Si une personne gagne quelque chose, c’est aux dépens de quelqu’un d’autre."
ar,There does not appear to be a “win/lose” mentality on this team where one person’s gains become another person’s losses.,"لا يبدو أن هناك عقلية ""الفوز والخسارة"" في هذا الفريق حيث مكاسب شخص ما تصبح خسارة لشخص آخر."
da,There does not appear to be a “win/lose” mentality on this team where one person’s gains become another person’s losses.,"Dette team er ikke præget af en vind/tab holdning, hvor den enes sejre er en andens nederlag."
de,There does not appear to be a “win/lose” mentality on this team where one person’s gains become another person’s losses.,"In diesem Team scheint keine „Gewinner-Verlierer"" Mentalität vorzuherrschen, bei der ein Gewinn für eine Person einen Verlust für jemand anderen bedeutet."
fi,There does not appear to be a “win/lose” mentality on this team where one person’s gains become another person’s losses.,"Tässä tiimissä ei näytä vallitsevan sellaista henkeä, jossa toisen voitto on toisen tappio."
it,There does not appear to be a “win/lose” mentality on this team where one person’s gains become another person’s losses.,"Non c’è in questo team, una mentalità «win/lose», per cui i successi di uno diventano le sconfitte di qualcun altro."
nl,There does not appear to be a “win/lose” mentality on this team where one person’s gains become another person’s losses.,Dit team lijkt geen mentaliteit te hebben van winnen ten koste van de ander.
pl,There does not appear to be a “win/lose” mentality on this team where one person’s gains become another person’s losses.,"W zespole nie ma nastawienia „ktoś zyskuje, ktoś traci"", gdzie wygrana jednej osoby oznacza porażkę innego członka zespołu."
pt,There does not appear to be a “win/lose” mentality on this team where one person’s gains become another person’s losses.,"Não parece haver uma mentalidade ganha / perde, onde os ganhos de um resultam em perdas para outra pessoa."
es,There does not appear to be a “win/lose” mentality on this team where one person’s gains become another person’s losses.,No parece haber una mentalidad de “ganador/perdedor” donde las ganancias de uno resultan ser las pérdidas de otro.
sv,There does not appear to be a “win/lose” mentality on this team where one person’s gains become another person’s losses.,Det verkar inte finnas någon tävlingsmentalitet i det här teamet som innebär att den enes framgång blir den andres förlust.
zh,There does not appear to be a “win/lose” mentality on this team where one person’s gains become another person’s losses.,"该团队中不存在“非输即赢”的心态, 即一个人的成功意味着其他人的失败。"
ex,There does not appear to be a “win/lose” mentality on this team where one person’s gains become another person’s losses.,No parece haber una mentalidad de “ganador/perdedor” donde las ganancias de uno resultan ser las pérdidas de otro.
fx,There does not appear to be a “win/lose” mentality on this team where one person’s gains become another person’s losses.,"Il n'y a pas de mentalité «gagnant/perdant» dans cette équipe. Si une personne gagne quelque chose, c’est aux dépens de quelqu’un d’autre."
en,"On this team, there is collective ownership of results.","On this team, there is collective ownership of results."
en,"On this team, there is collective ownership of results.","On this team, there is collective ownership of results."
ar,"On this team, there is collective ownership of results.",في هذا الفريق: هناك تحمل جماعي للمسؤولية عن النتائج.
da,"On this team, there is collective ownership of results.",På dette team er der fælles ejerskab til resultaterne.
de,"On this team, there is collective ownership of results.",In diesem Team fühlen sich alle gemeinsam für die Ergebnisse verantwortlich.
fi,"On this team, there is collective ownership of results.",Tässä tiimissä kannetaan yhteisvastuuta tuloksista.
it,"On this team, there is collective ownership of results.",In questo team è presente una collettiva responsabilità dei risultati.
nl,"On this team, there is collective ownership of results.","Als er resultaat geboekt is, heeft iedereen in dit team daar aan meegewerkt."
pl,"On this team, there is collective ownership of results.",W tym zespole jest wspólna odpowiedzialność za wyniki.
pt,"On this team, there is collective ownership of results.",Neste time todos sentem-se co-responsáveis pelos resultados.
es,"On this team, there is collective ownership of results.","En este equipo, los resultados nos pertenecen a todos."
sv,"On this team, there is collective ownership of results.",I det här teamet tar var och en ett gemensamt ansvar för resultatet.
zh,"On this team, there is collective ownership of results.",在该团队中大家共同为结果负责。
ex,"On this team, there is collective ownership of results.","En este equipo, los resultados nos pertenecen a todos."
fx,"On this team, there is collective ownership of results.","Dans cette équipe, les membres assument collectivement la responsabilité des résultats."
en,New and/or controversial ideas are discouraged by this team.,New and/or controversial ideas are discouraged by this team.
en,New and/or controversial ideas are encouraged on this team.,New and/or controversial ideas are encouraged on this team.
ar,New and/or controversial ideas are discouraged by this team.,يتم تثبيط الأفكار الجديدة و/أو المثيرة للجدل من قبل هذا الفريق.
da,New and/or controversial ideas are discouraged by this team.,Nye og/eller anderledes ideer er ikke velkomne på dette team.
de,New and/or controversial ideas are discouraged by this team.,Neue oder umstrittene Ideen werden in diesem Team ausgebremst.
fi,New and/or controversial ideas are discouraged by this team.,Uusien ja/tai kiistanalaisten ideoiden esittämistä ei kannusteta tässä tiimissä.
it,New and/or controversial ideas are discouraged by this team.,"Le idee innovative o su cui vi sono pareri opposti, sono scoraggiate in questo team."
nl,New and/or controversial ideas are discouraged by this team.,Nieuwe of omstreden ideeën vinden geen vaste bodem in dit team. 
pl,New and/or controversial ideas are discouraged by this team.,Zespół z niechęcią podchodzi do nowych i/lub kontrowersyjnych pomysłów.
pt,New and/or controversial ideas are discouraged by this team.,Ideias novas ou controversas não são bem recebidas.
es,New and/or controversial ideas are discouraged by this team.,Las ideas nuevas y controversiales se desalientan.
es,New and/or controversial ideas are discouraged by this team.,Las ideas nuevas y controversiales se desalientan en este equipo.
sv,New and/or controversial ideas are discouraged by this team.,Nya eller kontroversiella idéer uppmuntras inte i det här teamet.
zh,New and/or controversial ideas are discouraged by this team.,该团队不鼓励新奇的、会引起争议的创意和想法。
ex,New and/or controversial ideas are discouraged by this team.,Las ideas nuevas y controvertidas se desalientan.
fx,New and/or controversial ideas are discouraged by this team.,Les idées nouvelles ou controversées sont découragées par cette équipe.
ar,New and/or controversial ideas are encouraged on this team.,يتم تشجيع الأفكار الجديدة و/أو المثيرة للجدل من قبل هذا الفريق.
da,New and/or controversial ideas are encouraged on this team.,Nye og/eller anderledes idéer bliver budt velkommen på dette team.
de,New and/or controversial ideas are encouraged on this team.,Neue oder umstrittene Ideen werden in diesem Team gefördert.
fi,New and/or controversial ideas are encouraged on this team.,Uusien ja/tai kiistanalaisten ideoiden esittämistä rohkaistaan tässä tiimissä.
it,New and/or controversial ideas are encouraged on this team.,"Le idee innovative o su cui vi sono pareri opposti, sono incoraggiate in questo team."
nl,New and/or controversial ideas are encouraged on this team.,Nieuwe of omstreden ideeën worden toegejuicht in dit team. 
pl,New and/or controversial ideas are encouraged on this team.,Nowe i/lub kontrowersyjne pomysły spotykają się z zachętą w tym zespole.
pt,New and/or controversial ideas are encouraged on this team.,Ideias novas ou controversas são bem recebidas.
es,New and/or controversial ideas are encouraged on this team.,Las ideas nuevas y controversiales se promueven.
es,New and/or controversial ideas are encouraged on this team.,Las ideas nuevas y controversiales se promueven en este equipo.
sv,New and/or controversial ideas are encouraged on this team.,Nya eller kontroversiella idéer uppmuntras i det här teamet.
zh,New and/or controversial ideas are encouraged on this team.,该团队鼓励新奇的、会引起争议的创意和想法。
ex,New and/or controversial ideas are encouraged on this team.,Las ideas nuevas y controvertidas se promueven.
fx,New and/or controversial ideas are encouraged on this team.,Les idées nouvelles ou controversées sont encouragées dans cette équipe.
en,There is a strong sense of camaraderie and belonging on this team.,There is a strong sense of camaraderie and belonging on this team.
en,There is a strong sense of camaraderie and belonging on this team.,There is a strong sense of camaraderie and belonging on this team.
ar,There is a strong sense of camaraderie and belonging on this team.,هناك شعور قوي بالألفة والانتماء في هذا الفريق.
da,There is a strong sense of camaraderie and belonging on this team.,Der er en stærk fællesskabsfølelse på dette team.
de,There is a strong sense of camaraderie and belonging on this team.,In diesem Team gibt es ein starkes Gefühl von Kameradschaft und Zugehörigkeit.
fi,There is a strong sense of camaraderie and belonging on this team.,Tässä tiimissä on vahva yhteenkuuluvaisuuden ja toveruuden henki.
it,There is a strong sense of camaraderie and belonging on this team.,C’è un forte senso di sentirsi parte di una squadra in questo team.
nl,There is a strong sense of camaraderie and belonging on this team.,In dit team gaan de mensen heel vriendschappelijk met elkaar om.
pl,There is a strong sense of camaraderie and belonging on this team.,W zespole panuje silne poczucie koleżeństwa i przynależności.
pt,There is a strong sense of camaraderie and belonging on this team.,Existe um importante senso de companheirismo e pertencimento neste time.
es,There is a strong sense of camaraderie and belonging on this team.,Hay un gran sentido de compañerismo y pertenencia al equipo.
sv,There is a strong sense of camaraderie and belonging on this team.,Det finns en stark känsla av kamratskap och tillhörighet i det här teamet.
zh,There is a strong sense of camaraderie and belonging on this team.,该团队中有很强的同事情谊和归属感。
ex,There is a strong sense of camaraderie and belonging on this team.,Hay un gran sentido de compañerismo y pertenencia al equipo.
fx,There is a strong sense of camaraderie and belonging on this team.,Il y a un sens très développé de camaraderie et d’appartenance dans cette équipe.
en,"On this team, team members criticize others behind their backs.","On this team, team members criticize others behind their backs."
en,"On this team, team members do not criticize others behind their backs.","On this team, team members do not criticize others behind their backs."
ar,"On this team, team members criticize others behind their backs.",في هذا الفريق، يقوم أعضاء الفريق بانتقاد بعضهم بعضاً في غيبتهم.
da,"On this team, team members criticize others behind their backs.",Folk i dette team går bag om ryggen på hinanden med kritik.
de,"On this team, team members criticize others behind their backs.",In diesem Team kritisieren Teammitglieder andere hinter ihrem Rücken.
fi,"On this team, team members criticize others behind their backs.",Tämän tiimin jäsenet arvostelevat toisiaan selän takana.
it,"On this team, team members criticize others behind their backs.","In questo team, i membri del team criticano gli altri alle loro spalle."
nl,"On this team, team members criticize others behind their backs.",In dit team leveren teamleden kritiek over anderen achter hun rug om.
pl,"On this team, team members criticize others behind their backs.",Członkowie tego zespołu krytykują się wzajemnie za plecami.
pt,"On this team, team members criticize others behind their backs.",Membros do time criticam uns aos outros pelas costas.
es,"On this team, team members criticize others behind their backs.","En este equipo, algunos miembros critican a otros a sus espaldas."
sv,"On this team, team members criticize others behind their backs.",Medlemmar i det här teamet kritiserar andra bakom deras rygg.
zh,"On this team, team members criticize others behind their backs.",该团队的成员会在他人背后议论、批评他人。
ex,"On this team, team members criticize others behind their backs.","En este equipo, algunos miembros critican a otros a sus espaldas."
fx,"On this team, team members criticize others behind their backs.",Les membres de l’équipe parlent dans le dos des uns et des autres.
gb,"On this team, team members criticize others behind their backs.","On this team, team members criticise others behind their backs."
ar,"On this team, team members do not criticize others behind their backs.",في هذا الفريق، لا يقوم أعضاء الفريق بانتقاد بعضهم بعضاً في غيبتهم.
da,"On this team, team members do not criticize others behind their backs.",Folk i dette team går ikke bag om ryggen på hinanden med kritik.
de,"On this team, team members do not criticize others behind their backs.",In diesem Team kritisieren Teammitglieder andere nicht hinter ihrem Rücken.
fi,"On this team, team members do not criticize others behind their backs.",Tämän tiimin jäsenet eivät arvostele toisiaan selän takana.
it,"On this team, team members do not criticize others behind their backs.","In questo team, i membri del team non criticano gli altri alle loro spalle."
nl,"On this team, team members do not criticize others behind their backs.",In dit team leveren teamleden geen kritiek over anderen achter hun rug om.
pl,"On this team, team members do not criticize others behind their backs.",Członkowie tego zespołu nie krytykują się wzajemnie za plecami.
pt,"On this team, team members do not criticize others behind their backs.",Membros do time não criticam uns aos outros pelas costas.
es,"On this team, team members do not criticize others behind their backs.",En este equipo los miembros del equipo no critican a otros a sus espaldas.
sv,"On this team, team members do not criticize others behind their backs.",Medlemmar i det här teamet kritiserar inte andra bakom deras rygg.
zh,"On this team, team members do not criticize others behind their backs.",该团队的成员不会在他人背后议论、批评他人。
ex,"On this team, team members do not criticize others behind their backs.",En este equipo los miembros del equipo no critican a otros a sus espaldas.
fx,"On this team, team members do not criticize others behind their backs.","Dans cette équipe, les membres ne parlent pas dans le dos des uns et des autres."
gb,"On this team, team members do not criticize others behind their backs.","On this team, team members do not criticise others behind their backs."
en,“Playing politics” is a tactic used by team members to get their way.,“Playing politics” is a tactic used by team members to get their way.
en,“Playing politics” is not a tactic used by team members to get their way.,“Playing politics” is not a tactic used by team members to get their way.
ar,“Playing politics” is a tactic used by team members to get their way.,"""الألاعيب السياسة"" هي تقنية يتم استخدامها من قبل أعضاء فريقنا ليحققوا أجندتهم. "
da,“Playing politics” is a tactic used by team members to get their way.,"Taktisk spil bliver brugt i dette team, når folk vil have deres vilje igennem."
de,“Playing politics” is a tactic used by team members to get their way.,"„Politische Spielchen“ ist eine Taktik, die von den Teammitgliedern benutzt wird, um ihren Willen durchzusetzen."
fi,“Playing politics” is a tactic used by team members to get their way.,Tässä tiimissä käytetään “politikointia” asioiden edistämiseen.
it,“Playing politics” is a tactic used by team members to get their way.,Si usa fare «manovre politiche» per farsi strada in questo team.
nl,“Playing politics” is a tactic used by team members to get their way.,Teamleden spelen politieke spelletjes om hun zin te krijgen.
pl,“Playing politics” is a tactic used by team members to get their way.,W zespole „polityczne rozgrywki” są stosowane do osiągania własnych celów.
pt,“Playing politics” is a tactic used by team members to get their way.,"Neste time, as pessoas usam a tática da “politicagem” em interesse próprio."
es,“Playing politics” is a tactic used by team members to get their way.,“Actuar políticamente” es usado como un medio para lograr lo que queremos individualmente.
sv,“Playing politics” is a tactic used by team members to get their way.,Taktiskt “rävspel” används för att få sin vilja igenom i det här teamet.
zh,“Playing politics” is a tactic used by team members to get their way.,"在该团队中, 人们通过玩弄政治手腕来达到目的。"
ex,“Playing politics” is a tactic used by team members to get their way.,“Actuar políticamente” es usado como un medio para salirse uno con la suya.
fx,“Playing politics” is a tactic used by team members to get their way.,Il faut « jouer politique » lorsque les membres de l’équipe veulent obtenir quelque chose.
ar,“Playing politics” is not a tactic used by team members to get their way.,"""الألاعيب السياسة"" هي تقنية لا يتم استخدامها من قبل أعضاء فريقنا ليحققوا أجندتهم. "
da,“Playing politics” is not a tactic used by team members to get their way.,"Taktisk spil bliver ikke brugt i dette team, når folk vil have deres vilje igennem."
de,“Playing politics” is not a tactic used by team members to get their way.,"„Politische Spielchen“ ist keine Taktik, die von den Teammitgliedern benutzt wird, um ihren Willen durchzusetzen."
fi,“Playing politics” is not a tactic used by team members to get their way.,Tämän tiimin jäsenet eivät käytä “politikointia” asioidensa edistämiseen.
it,“Playing politics” is not a tactic used by team members to get their way.,Non si usa fare «manovre politiche» per farsi strada in questo team.
nl,“Playing politics” is not a tactic used by team members to get their way.,Teamleden spelen geen politieke spelletjes om hun zin te krijgen.
pl,“Playing politics” is not a tactic used by team members to get their way.,W zespole „polityczne rozgrywki” nie są stosowane do osiągania własnych celów.
pt,“Playing politics” is not a tactic used by team members to get their way.,"Neste time, as pessoas não usam a tática da “politicagem” em interesse próprio."
es,“Playing politics” is not a tactic used by team members to get their way.,En nuestro equipo no se “actúa políticamente” para obtener lo que uno quiere.
sv,“Playing politics” is not a tactic used by team members to get their way.,Taktiskt “rävspel” används inte för att få sin vilja igenom i det här teamet.
zh,“Playing politics” is not a tactic used by team members to get their way.,"在该团队中, 人们不会通过玩弄政治手腕来达到目的。"
ex,“Playing politics” is not a tactic used by team members to get their way.,En nuestro equipo no se “actúa políticamente” para salirse uno con la suya.
fx,“Playing politics” is not a tactic used by team members to get their way.,Il n’est pas nécessaire de « la jouer politique » lorsque les membres de l’équipe veulent obtenir quelque chose.
en,Team members are not afraid to take risks with each other.,Team members are not afraid to take risks with each other.
en,Team members are not afraid to take risks with each other.,Team members are not afraid to take risks with each other.
ar,Team members are not afraid to take risks with each other.,أعضاء الفريق ليسوا خائفين من المخاطرة بمواجهة بعضهم البعض.
da,Team members are not afraid to take risks with each other.,Folk på dette team viger ikke tilbage for at løbe en risiko for hinanden.
de,Team members are not afraid to take risks with each other.,"Teammitglieder scheuen sich nicht, Risiken im Umgang miteinander einzugehen."
fi,Team members are not afraid to take risks with each other.,Tiimin jäsenet eivät pelkää ottaa riskejä yhdessä.
it,Team members are not afraid to take risks with each other.,I membri di questo team non hanno paura a prendersi rischi l’un con l’altro.
nl,Team members are not afraid to take risks with each other.,Teamleden zijn niet bang om een risico met elkaar te nemen.
pl,Team members are not afraid to take risks with each other.,Członkowie zespołu nie obawiają się podejmowania ryzyka we wzajemnych relacjach.
pt,Team members are not afraid to take risks with each other.,Os membros do time não têm medo de tomar riscos entre si.
es,Team members are not afraid to take risks with each other.,No tenemos miedo de tomar riesgos unos con otros.
sv,Team members are not afraid to take risks with each other.,Teammedlemmarna vågar vara öppna och raka med varandra.
zh,Team members are not afraid to take risks with each other.,该团队的成员们不害怕一起承担风险。
ex,Team members are not afraid to take risks with each other.,No tenemos miedo de tomar riesgos unos con otros.
fx,Team members are not afraid to take risks with each other.,Les membres de l’équipe n’ont pas peur de prendre des risques les uns avec les autres.
en,There appears to be tremendous enthusiasm and optimism on this team.,There appears to be tremendous enthusiasm and optimism on this team.
en,There appears to be tremendous enthusiasm and optimism on this team.,There appears to be tremendous enthusiasm and optimism on this team.
ar,There appears to be tremendous enthusiasm and optimism on this team.,يظهر في هذا الفريق قدر كبير من الحماس والتفاؤل.
da,There appears to be tremendous enthusiasm and optimism on this team.,Der er en fantastisk grad af engagement og optimisme i dette team.
de,There appears to be tremendous enthusiasm and optimism on this team.,Die Stimmung in diesem Team scheint sehr enthusiastisch und optimistisch zu sein.
fi,There appears to be tremendous enthusiasm and optimism on this team.,Tiimissä näyttää vallitsevan erinomainen into ja optimismi.
it,There appears to be tremendous enthusiasm and optimism on this team.,C’è un fortissimo entusiasmo ed ottimismo in questo team.
nl,There appears to be tremendous enthusiasm and optimism on this team.,Volgens mij is dit team enorm enthousiast en optimistisch.
pl,There appears to be tremendous enthusiasm and optimism on this team.,W zespole panuje ogromny entuzjazm i optymizm.
pt,There appears to be tremendous enthusiasm and optimism on this team.,Parece que há grande otimismo e entusiasmo neste time.
es,There appears to be tremendous enthusiasm and optimism on this team.,Parece haber gran entusiasmo y optimismo en nuestro equipo.
sv,There appears to be tremendous enthusiasm and optimism on this team.,Det verkar finnas en mycket stark entusiasm och optimism i det här teamet.
zh,There appears to be tremendous enthusiasm and optimism on this team.,该团队非常热情和乐观。
